Pecha ID, Title, Author, Source ID, Creation Date, Last Update
ICFEA6BE5,-,-,-,2023-07-11 10:15:27.990687,2023-07-11 10:15:27.990697
OF5546A65,-,-,-,2023-07-11 10:15:27.990901,2023-07-11 10:15:27.990906
I4BBB9131,-,-,-,2023-07-11 10:15:36.152740,2023-07-11 10:15:36.152749
O062E0F8F,-,-,-,2023-07-11 10:15:36.152937,2023-07-11 10:15:36.152942
I5BA9BBE0,-,-,-,2023-07-11 10:15:57.537531,2023-07-11 10:15:57.537541
O499D2C81,-,-,-,2023-07-11 10:15:57.537690,2023-07-11 10:15:57.537695
I184741B7,-,-,-,2023-07-11 10:16:05.636591,2023-07-11 10:16:05.636601
OD1C40002,-,-,-,2023-07-11 10:16:05.636838,2023-07-11 10:16:05.636844
I4A9CF97B,-,-,-,2023-07-11 10:16:33.293534,2023-07-11 10:16:33.293545
ODB4D5EFF,-,-,-,2023-07-11 10:16:33.293716,2023-07-11 10:16:33.293721
IF869DB46,-,-,-,2023-07-11 10:16:41.433576,2023-07-11 10:16:41.433585
OF5653AF3,-,-,-,2023-07-11 10:16:41.433786,2023-07-11 10:16:41.433791
I41580D08,-,-,-,2023-07-11 10:17:04.165736,2023-07-11 10:17:04.165745
OF59FEBE0,-,-,-,2023-07-11 10:17:04.165932,2023-07-11 10:17:04.165937
IEC13CBF5,-,-,-,2023-07-11 10:17:12.417969,2023-07-11 10:17:12.417979
O1845F856,-,-,-,2023-07-11 10:17:12.418198,2023-07-11 10:17:12.418203
I32DD0E11,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 10:16:09.715625+00:00,2023-07-11 10:16:09.715633+00:00
IC681CA07,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 10:24:10.011798+00:00,2023-07-11 10:24:10.011807+00:00
I0FD96D95,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,བདུད་འཇོམས་གླིང་པ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 10:29:00.104618+00:00,2023-07-11 10:29:00.104629+00:00
IDB4DB771,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 10:35:01.883297+00:00,2023-07-11 10:35:01.883308+00:00
I1088E13A,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 10:39:35.980767+00:00,2023-07-11 10:39:35.980779+00:00
I0A1746B6,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 10:41:41.704092+00:00,2023-07-11 10:41:41.704104+00:00
IC048986C,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 10:47:41.508464+00:00,2023-07-11 10:47:41.508476+00:00
IEE4B3234,-,-,-,2023-07-11 10:54:59.127028,2023-07-11 10:54:59.127046
O6BAA2BE2,-,-,-,2023-07-11 10:54:59.127147,2023-07-11 10:54:59.127150
IE581D851,-,-,-,2023-07-11 10:55:07.326057,2023-07-11 10:55:07.326066
OBFF1C05C,-,-,-,2023-07-11 10:55:07.326238,2023-07-11 10:55:07.326242
I2A547EBD,-,-,-,2023-07-11 10:55:30.965860,2023-07-11 10:55:30.965870
O448470CF,-,-,-,2023-07-11 10:55:30.966002,2023-07-11 10:55:30.966006
IB322B22D,-,-,-,2023-07-11 10:55:39.267271,2023-07-11 10:55:39.267281
O67C5D7F9,-,-,-,2023-07-11 10:55:39.267446,2023-07-11 10:55:39.267450
I0373A890,-,-,-,2023-07-11 10:55:59.851262,2023-07-11 10:55:59.851272
OFDA1A358,-,-,-,2023-07-11 10:55:59.851406,2023-07-11 10:55:59.851410
I10C1346D,-,-,-,2023-07-11 10:56:07.356054,2023-07-11 10:56:07.356065
O64BDC2E4,-,-,-,2023-07-11 10:56:07.356251,2023-07-11 10:56:07.356255
I23B9DC53,-,-,-,2023-07-11 10:56:28.843287,2023-07-11 10:56:28.843297
O30C0D0BD,-,-,-,2023-07-11 10:56:28.843435,2023-07-11 10:56:28.843439
IEFAE7533,-,-,-,2023-07-11 10:56:36.557477,2023-07-11 10:56:36.557487
OBB8B6022,-,-,-,2023-07-11 10:56:36.557678,2023-07-11 10:56:36.557682
I667444D5,-,-,-,2023-07-11 10:56:58.022844,2023-07-11 10:56:58.022886
O1FA0125C,-,-,-,2023-07-11 10:56:58.023060,2023-07-11 10:56:58.023064
I665D7572,-,-,-,2023-07-11 10:57:05.742177,2023-07-11 10:57:05.742187
OD6E274FC,-,-,-,2023-07-11 10:57:05.742366,2023-07-11 10:57:05.742370
I74927998,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 10:56:19.742657+00:00,2023-07-11 10:56:19.742666+00:00
I511D0932,-,-,-,2023-07-11 10:57:50.347829,2023-07-11 10:57:50.347840
O552E0186,-,-,-,2023-07-11 10:57:50.347973,2023-07-11 10:57:50.347977
IE7D6784D,-,-,-,2023-07-11 10:57:58.269954,2023-07-11 10:57:58.269964
O34DD2780,-,-,-,2023-07-11 10:57:58.270125,2023-07-11 10:57:58.270130
I42C42AA8,-,-,-,2023-07-11 10:58:21.744419,2023-07-11 10:58:21.744430
O09348D11,-,-,-,2023-07-11 10:58:21.744563,2023-07-11 10:58:21.744567
IA13E2E1B,-,-,-,2023-07-11 10:58:29.439749,2023-07-11 10:58:29.439760
O40C7E22E,-,-,-,2023-07-11 10:58:29.439945,2023-07-11 10:58:29.439949
I79CDA27D,-,-,-,2023-07-11 10:59:12.995263,2023-07-11 10:59:12.995272
O9DFEC758,-,-,-,2023-07-11 10:59:12.995384,2023-07-11 10:59:12.995388
IE137C32C,-,-,-,2023-07-11 10:59:20.457327,2023-07-11 10:59:20.457337
OE732754C,-,-,-,2023-07-11 10:59:20.457498,2023-07-11 10:59:20.457502
IC8243086,-,-,-,2023-07-11 10:59:45.683326,2023-07-11 10:59:45.683336
OFF3ADF3B,-,-,-,2023-07-11 10:59:45.683467,2023-07-11 10:59:45.683471
I2C8E707E,-,-,-,2023-07-11 10:59:54.355629,2023-07-11 10:59:54.355640
OB6A55B55,-,-,-,2023-07-11 10:59:54.355801,2023-07-11 10:59:54.355805
IE307A074,-,-,-,2023-07-11 11:00:42.329657,2023-07-11 11:00:42.329667
O8CB554A5,-,-,-,2023-07-11 11:00:42.329798,2023-07-11 11:00:42.329802
I5989C017,-,-,-,2023-07-11 11:00:49.832892,2023-07-11 11:00:49.832902
O1214D9E4,-,-,-,2023-07-11 11:00:49.833052,2023-07-11 11:00:49.833056
I69679367,-,-,-,2023-07-11 11:01:15.833239,2023-07-11 11:01:15.833249
O5ED34DBA,-,-,-,2023-07-11 11:01:15.833380,2023-07-11 11:01:15.833384
IEA284210,-,-,-,2023-07-11 11:01:23.459758,2023-07-11 11:01:23.459769
OE7141120,-,-,-,2023-07-11 11:01:23.459935,2023-07-11 11:01:23.459939
I12068007,-,-,-,2023-07-11 11:01:48.310343,2023-07-11 11:01:48.310353
OE8CD4448,-,-,-,2023-07-11 11:01:48.310487,2023-07-11 11:01:48.310491
I8DAAC7A3,-,-,-,2023-07-11 11:01:55.844729,2023-07-11 11:01:55.844739
OD8259F4E,-,-,-,2023-07-11 11:01:55.844918,2023-07-11 11:01:55.844923
I6322EA48,-,-,-,2023-07-11 11:02:22.654800,2023-07-11 11:02:22.654811
O774B7C79,-,-,-,2023-07-11 11:02:22.654949,2023-07-11 11:02:22.654953
I08D4094E,-,-,-,2023-07-11 11:02:30.412424,2023-07-11 11:02:30.412434
O743D6894,-,-,-,2023-07-11 11:02:30.412593,2023-07-11 11:02:30.412597
I89CB89A6,-,-,-,2023-07-11 11:02:55.601699,2023-07-11 11:02:55.601709
OFA4E42E4,-,-,-,2023-07-11 11:02:55.601839,2023-07-11 11:02:55.601843
IEEA460EA,-,-,-,2023-07-11 11:03:03.045979,2023-07-11 11:03:03.045989
OB8E20BAF,-,-,-,2023-07-11 11:03:03.046153,2023-07-11 11:03:03.046157
IAA7F1814,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 11:01:33.891708+00:00,2023-07-11 11:01:33.891719+00:00
I9615F853,-,-,-,2023-07-11 11:03:28.106878,2023-07-11 11:03:28.106889
O4A85A33E,-,-,-,2023-07-11 11:03:28.107058,2023-07-11 11:03:28.107062
IEBA54BBB,-,-,-,2023-07-11 11:03:36.047386,2023-07-11 11:03:36.047396
O116A9FBC,-,-,-,2023-07-11 11:03:36.047560,2023-07-11 11:03:36.047564
I67301040,-,-,-,2023-07-11 11:03:58.883530,2023-07-11 11:03:58.883540
O49623319,-,-,-,2023-07-11 11:03:58.883673,2023-07-11 11:03:58.883677
I1B818A1A,-,-,-,2023-07-11 11:04:07.118118,2023-07-11 11:04:07.118130
O94EE9B12,-,-,-,2023-07-11 11:04:07.118311,2023-07-11 11:04:07.118315
I76B11C18,-,-,-,2023-07-11 11:04:29.746549,2023-07-11 11:04:29.746559
OA6CB83AA,-,-,-,2023-07-11 11:04:29.746695,2023-07-11 11:04:29.746699
IBB11AA57,-,-,-,2023-07-11 11:04:37.443255,2023-07-11 11:04:37.443265
O3E69590E,-,-,-,2023-07-11 11:04:37.443429,2023-07-11 11:04:37.443433
IEA445185,-,-,-,2023-07-11 11:04:58.773573,2023-07-11 11:04:58.773584
OAB2FBF05,-,-,-,2023-07-11 11:04:58.773722,2023-07-11 11:04:58.773726
I035DD0DC,-,-,-,2023-07-11 11:05:06.945587,2023-07-11 11:05:06.945598
O9CFE0573,-,-,-,2023-07-11 11:05:06.945783,2023-07-11 11:05:06.945787
ID2E72FB4,-,-,-,2023-07-11 11:05:27.544251,2023-07-11 11:05:27.544261
O42FCE159,-,-,-,2023-07-11 11:05:27.544391,2023-07-11 11:05:27.544395
I22223493,-,-,-,2023-07-11 11:05:35.210889,2023-07-11 11:05:35.210899
OD0EB0204,-,-,-,2023-07-11 11:05:35.211083,2023-07-11 11:05:35.211087
IBB18F6D1,-,-,-,2023-07-11 11:05:56.880118,2023-07-11 11:05:56.880128
O6D359D33,-,-,-,2023-07-11 11:05:56.880231,2023-07-11 11:05:56.880235
I451EE497,-,-,-,2023-07-11 11:06:06.692270,2023-07-11 11:06:06.692279
O4432344B,-,-,-,2023-07-11 11:06:06.692460,2023-07-11 11:06:06.692464
I4C6344A5,-,-,-,2023-07-11 11:06:26.073476,2023-07-11 11:06:26.073487
O327A66A1,-,-,-,2023-07-11 11:06:26.073629,2023-07-11 11:06:26.073633
ICC488CB7,-,-,-,2023-07-11 11:06:34.621930,2023-07-11 11:06:34.621940
O32898D1E,-,-,-,2023-07-11 11:06:34.622110,2023-07-11 11:06:34.622114
I44C37319,-,-,-,2023-07-11 11:06:55.934493,2023-07-11 11:06:55.934504
OBF711D10,-,-,-,2023-07-11 11:06:55.934647,2023-07-11 11:06:55.934651
I3AB55A94,-,-,-,2023-07-11 11:07:03.481203,2023-07-11 11:07:03.481213
O6BBEF838,-,-,-,2023-07-11 11:07:03.481398,2023-07-11 11:07:03.481402
IBED7DBEB,-,-,-,2023-07-11 11:07:26.037359,2023-07-11 11:07:26.037369
OADDA5004,-,-,-,2023-07-11 11:07:26.037501,2023-07-11 11:07:26.037505
IDCAA2079,-,-,-,2023-07-11 11:07:33.626200,2023-07-11 11:07:33.626210
O2BE67678,-,-,-,2023-07-11 11:07:33.626380,2023-07-11 11:07:33.626384
IEC0AD9AC,-,-,-,2023-07-11 11:07:56.732140,2023-07-11 11:07:56.732153
O94E58846,-,-,-,2023-07-11 11:07:56.732298,2023-07-11 11:07:56.732302
IE9AAF9DC,-,-,-,2023-07-11 11:08:04.264062,2023-07-11 11:08:04.264073
O61C0CC49,-,-,-,2023-07-11 11:08:04.264239,2023-07-11 11:08:04.264243
I6756C9C6,-,-,-,2023-07-11 11:08:25.859045,2023-07-11 11:08:25.859057
O7E447081,-,-,-,2023-07-11 11:08:25.859199,2023-07-11 11:08:25.859203
I48C35DD6,-,-,-,2023-07-11 11:08:33.206240,2023-07-11 11:08:33.206250
O9469D700,-,-,-,2023-07-11 11:08:33.206435,2023-07-11 11:08:33.206439
I8FB60A38,-,-,-,2023-07-11 11:08:55.097537,2023-07-11 11:08:55.097547
O73BD7DA7,-,-,-,2023-07-11 11:08:55.097659,2023-07-11 11:08:55.097663
I4891476B,-,-,-,2023-07-11 11:09:02.752533,2023-07-11 11:09:02.752543
O090440BC,-,-,-,2023-07-11 11:09:02.752704,2023-07-11 11:09:02.752708
I14CCB9B5,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 11:07:01.090888+00:00,2023-07-11 11:07:01.090901+00:00
I85D8CC97,-,-,-,2023-07-11 11:09:23.618568,2023-07-11 11:09:23.618578
O7A8778E4,-,-,-,2023-07-11 11:09:23.618705,2023-07-11 11:09:23.618709
I2CD7722C,-,-,-,2023-07-11 11:09:31.294318,2023-07-11 11:09:31.294328
OB1BC54C4,-,-,-,2023-07-11 11:09:31.294503,2023-07-11 11:09:31.294507
IC4604F00,-,-,-,2023-07-11 11:09:52.908258,2023-07-11 11:09:52.908268
OEB224799,-,-,-,2023-07-11 11:09:52.908395,2023-07-11 11:09:52.908399
I060D15FD,-,-,-,2023-07-11 11:10:00.763053,2023-07-11 11:10:00.763063
O1919A1B8,-,-,-,2023-07-11 11:10:00.763234,2023-07-11 11:10:00.763238
IBC0FCDD2,-,-,-,2023-07-11 11:10:22.498362,2023-07-11 11:10:22.498373
O9E96D1C6,-,-,-,2023-07-11 11:10:22.498506,2023-07-11 11:10:22.498510
I2B79F2A4,-,-,-,2023-07-11 11:10:30.880962,2023-07-11 11:10:30.880974
O42F74A70,-,-,-,2023-07-11 11:10:30.881145,2023-07-11 11:10:30.881150
I969446A2,-,-,-,2023-07-11 11:10:51.363766,2023-07-11 11:10:51.363777
OFC82A121,-,-,-,2023-07-11 11:10:51.363914,2023-07-11 11:10:51.363918
IE3D41E0D,-,-,-,2023-07-11 11:10:59.311677,2023-07-11 11:10:59.311687
O874223C8,-,-,-,2023-07-11 11:10:59.311846,2023-07-11 11:10:59.311850
ID951B41F,-,-,-,2023-07-11 11:11:19.860407,2023-07-11 11:11:19.860416
OBB123A04,-,-,-,2023-07-11 11:11:19.860541,2023-07-11 11:11:19.860545
IEEBBBB19,-,-,-,2023-07-11 11:11:27.418649,2023-07-11 11:11:27.418660
OEE9D9E61,-,-,-,2023-07-11 11:11:27.418818,2023-07-11 11:11:27.418822
I8B7FECFF,-,-,-,2023-07-11 11:11:49.562271,2023-07-11 11:11:49.562282
OB78BF206,-,-,-,2023-07-11 11:11:49.562415,2023-07-11 11:11:49.562420
I49ADAA66,-,-,-,2023-07-11 11:11:57.305834,2023-07-11 11:11:57.305844
O58FF1ACF,-,-,-,2023-07-11 11:11:57.306007,2023-07-11 11:11:57.306011
ICBC421DC,-,-,-,2023-07-11 11:12:18.669138,2023-07-11 11:12:18.669147
OD0B43EB0,-,-,-,2023-07-11 11:12:18.669247,2023-07-11 11:12:18.669251
I4EB02124,-,-,-,2023-07-11 11:12:26.240415,2023-07-11 11:12:26.240425
O7E3A4FE3,-,-,-,2023-07-11 11:12:26.240585,2023-07-11 11:12:26.240589
I0883D3BB,-,-,-,2023-07-11 11:12:47.568294,2023-07-11 11:12:47.568305
O38B61D82,-,-,-,2023-07-11 11:12:47.568429,2023-07-11 11:12:47.568433
I9A5499CD,-,-,-,2023-07-11 11:12:55.113136,2023-07-11 11:12:55.113147
O6A2F42A0,-,-,-,2023-07-11 11:12:55.113322,2023-07-11 11:12:55.113326
I4000E4CE,-,-,-,2023-07-11 11:13:16.913732,2023-07-11 11:13:16.913742
OA246ED0B,-,-,-,2023-07-11 11:13:16.913872,2023-07-11 11:13:16.913876
I25B71D4A,-,-,-,2023-07-11 11:13:24.638689,2023-07-11 11:13:24.638700
OF2279825,-,-,-,2023-07-11 11:13:24.638875,2023-07-11 11:13:24.638879
ID41A31BE,-,-,-,2023-07-11 11:13:46.778087,2023-07-11 11:13:46.778097
O854222A7,-,-,-,2023-07-11 11:13:46.778225,2023-07-11 11:13:46.778228
I59E81BBE,-,-,-,2023-07-11 11:13:54.812296,2023-07-11 11:13:54.812306
O618EF181,-,-,-,2023-07-11 11:13:54.812466,2023-07-11 11:13:54.812470
IF1FF4139,-,-,-,2023-07-11 11:14:16.277085,2023-07-11 11:14:16.277096
IAAA1A221,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 11:12:34.938193+00:00,2023-07-11 11:12:34.938204+00:00
OC6442624,-,-,-,2023-07-11 11:14:16.277225,2023-07-11 11:14:16.277229
I1B9CBC94,-,-,-,2023-07-11 11:14:24.004324,2023-07-11 11:14:24.004335
OA98FE696,-,-,-,2023-07-11 11:14:24.004520,2023-07-11 11:14:24.004525
I1840CA83,-,-,-,2023-07-11 11:14:47.589575,2023-07-11 11:14:47.589586
OF465228C,-,-,-,2023-07-11 11:14:47.589720,2023-07-11 11:14:47.589724
I7AC29370,-,-,-,2023-07-11 11:14:55.076567,2023-07-11 11:14:55.076578
OA7CCAB39,-,-,-,2023-07-11 11:14:55.076761,2023-07-11 11:14:55.076766
I4E2C484B,-,-,-,2023-07-11 11:15:16.300798,2023-07-11 11:15:16.300808
O591DCDF1,-,-,-,2023-07-11 11:15:16.300914,2023-07-11 11:15:16.300918
I2575B111,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 11:44:45.450161+00:00,2023-07-11 11:44:45.450170+00:00
I05555499,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 11:46:58.296984+00:00,2023-07-11 11:46:58.296991+00:00
I462FF35F,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 11:52:45.677675+00:00,2023-07-11 11:52:45.677686+00:00
I868CE6F0,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 12:02:19.804947+00:00,2023-07-11 12:02:19.804959+00:00
I93464319,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 12:11:12.190060+00:00,2023-07-11 12:11:12.190072+00:00
I8C648E2E,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 12:16:05.619004+00:00,2023-07-11 12:16:05.619016+00:00
I354C9BCA,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 12:21:42.786285+00:00,2023-07-11 12:21:42.786293+00:00
ID10EB1A6,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 12:25:35.064834+00:00,2023-07-11 12:25:35.064845+00:00
I440AAAAA,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 12:27:05.968609+00:00,2023-07-11 12:27:05.968620+00:00
I997E1370,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 12:33:01.408893+00:00,2023-07-11 12:33:01.408905+00:00
I531179A4,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 12:41:31.844204+00:00,2023-07-11 12:41:31.844216+00:00
I426AACD7,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 12:47:14.091143+00:00,2023-07-11 12:47:14.091151+00:00
IF6A5F05F,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 12:53:33.205372+00:00,2023-07-11 12:53:33.205384+00:00
I8ED419CF,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 12:58:37.500431+00:00,2023-07-11 12:58:37.500440+00:00
ICEBAA94A,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 13:01:24.922497+00:00,2023-07-11 13:01:24.922508+00:00
I2970CFC9,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 13:07:39.028758+00:00,2023-07-11 13:07:39.028770+00:00
IA060BB11,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 13:16:31.173263+00:00,2023-07-11 13:16:31.173272+00:00
I54100185,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,བདུད་འཇོམས་གླིང་པ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 13:22:09.623161+00:00,2023-07-11 13:22:09.623173+00:00
I412B432E,གྲུབ་མཆོག་ས་ར་ཧ་པའི་སྙིང་ཐིག་ཟབ་མོ་དང་ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ།,པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W8LS77440,2023-07-11 13:28:12.842135+00:00,2023-07-11 13:28:12.842147+00:00
I5E0CAEAC,གཞོན་ནུ་ཟླ་མེད་ཀྱི་གཏམ་རྒྱུད།,མདོ་མཁར་ཞབས་དྲུང་ཚེ་རིང་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W1KG6044,2023-07-11 13:34:39.867153+00:00,2023-07-11 13:34:39.867164+00:00
I531A2309,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག,པདྨ་འབུམ།,http://purl.bdrc.io/resource/W00EGS1016925,2023-07-11 13:36:49.806549+00:00,2023-07-11 13:36:49.806561+00:00
I7D9D529E,གྲུབ་མཐའ་ཀུན་བཟང་ཞིང་གི་ཉི་མ་ལུང་རིགས་རྒྱ་མཚོ་སྐྱེ་དགུའི་རེ་སྐོང་།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG25240,2023-07-11 13:42:53.748432+00:00,2023-07-11 13:42:53.748441+00:00
I09516B36,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 13:51:31.443351+00:00,2023-07-11 13:51:31.443362+00:00
IDCBB7D4E,རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,གནས་མདོ་ཀརྨ་ཆགས་མེད།,http://purl.bdrc.io/resource/W23700,2023-07-11 13:57:02.442505+00:00,2023-07-11 13:57:02.442516+00:00
